ID;Maquina;NumMaquina;Marca;OrdemReparacao;Actualizada;Avaria1;Avaria2;Avaria3;Avaria4;Avaria5;Avaria6;Avaria7;Avaria8;Avaria9;Avaria10;Avaria11;Avaria12;Avaria13;Avaria14;Avaria15;Avaria16;Avaria17;Avaria18;Avaria19;Avaria20;Avaria21;Avaria22;Avaria23;Avaria24;Avaria25;Avaria26;Avaria27;Avaria28;Avaria29;Avaria30;Extra1;Extra2;Extra3;Observacoes;DataTime;Acessorios;Tipo;ModeloElectrex;IntExt;Utilizador;Cliente;Link;LinkCheck;ModeloCheck
1294;Elektro 150;0207536;Eletrosta;20120366;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"U1=230V    U0= 56.4V
I1=0.75A     I2ccMin= 60A    I2ccMax=210
I1=2.5A       I1=16A               I1=21A           IMax=24.5A
I2Min= 18A  I2=100A            I2=130A         I2Max=150A
Passou-se certificado de conformidade";08-03-2012 9:57:36;;;;;;;;;
1295;E160;448057;Electrex;20120455;Não;IGBT;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;09-03-2012 15:40:56;;;;;;;;;
1296;TX1601;478795;Cemont;20120450;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer anomalia no funcionamento da máquina.
Reclamação: Salta a AF sem presionar o gatilho da tocha.";09-03-2012 15:45:55;;;;;;;;;
1297;E190;--;Electrex;20120453;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;09-03-2012 15:57:25;;;;;;;;;
1298;V145;700677;Lincoln;20120446;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 condensadores de potência (470uF 400V);09-03-2012 16:02:03;;;;;;;;;
1299;E190HF;910050;Electrex;20120443;Não;IGBT;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;09-03-2012 16:08:51;;;;;;;;;
1300;E160TP;537135;Electrex;20120445;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
A avaria poderá estar na tocha.";09-03-2012 16:22:30;;;;;;;;;
1301;V270TTP;--;Linciln;20120431;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte 5A e fusiveis queimados.;09-03-2012 16:29:05;;;;;;;;;
1302;E160;1106084;Electrex;20120444;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria inverprotek.;09-03-2012 16:32:41;;;;;;;;;
1303;E200;817005;Electrex;20120401;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não foi detectada qualquer avaria no funcionamento da máquina.;09-03-2012 16:39:28;;;;;;;;;
1304;E300ACDC;1119101;Electrex;20120244;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Transistor módulo primário em curto.;09-03-2012 17:00:01;;;;;;;;;
1305;Hobby140;826076;Electrex;20120045;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ventilador avariado.;09-03-2012 17:06:50;;;;;;;;;
1306;E190;018014;Electrex;20120371;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria no inverprotek.;12-03-2012 8:43:48;;;;;;;;;
1307;E160;716038;Electrex;20112988;Não;;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria no inverprotek.;12-03-2012 8:45:39;;;;;;;;;
1308;Elektro150;0207536;Elektrosta;20120366;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Equipamento para certificar.;12-03-2012 8:47:54;;;;;;;;;
1309;E190;--;Electrex;20120352;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodos secundários em curto.;12-03-2012 8:50:48;;;;;;;;;
1310;E160TP;551140;Electrex;20120390;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substituiçaõ electrovalvula e flat cable.;12-03-2012 9:02:56;;;;;;;;;
1311;E160;737112;Electrex;20120389;Não;;;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Avaria devido a queda ou pancada.;12-03-2012 9:17:00;;;;;;;;;
1312;E160;001061;Electrex;20120387;Não;IGBT;;;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Queda ou pancada. Potência queimada.
Base empenada.";12-03-2012 10:01:21;;;;;;;;;
1313;E160;--;Electrex;20120388;Não;;;;;;;Transformador Impulsos;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;"Transformador impulsos fora do circuito.
Queda ou pancada.";12-03-2012 10:08:01;;;;;;;;;
1314;E160;--;Electrex;20120355;Não;;;;;;;;;;;;;;;;;;;Tomadas;;;;;;;;;;;;;;;Tomada ráp. F50 com soldadura partida.;12-03-2012 10:13:08;;;;;;;;;
1315;E160;--;Electrex;20120426;Não;;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço das soldaduras dos diodos secundário e ficha do ventilador.;12-03-2012 10:21:27;;;;;;;;;
1316;S4000;204829;Helvi;20120210;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diodos transientes P6KE200CA, reparação cabos soldadura.;12-03-2012 10:27:00;;;;;;;;;
1317;Colt150;--;Cemont;20120327;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodos secundário em curto.;12-03-2012 10:32:03;;;;;;;;;
1318;OXTIG200;844120;OX;20120469;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de alimentação interrompido, ficha solta do circuito;13-03-2012 10:26:41;;;;;;;;;
1319;150;000000000;Elektro;20120461;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reforço de soldadura tomada de saida;13-03-2012 11:17:10;;;;;;;;;
1320;E160;937028;Electrex;20120383;Não;IGBT;;Relé 48VDC;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Transformador corrente com pista queimada no shunt.
Transformador impulsos em curto.";13-03-2012 14:36:13;;;;;;;;;
1321;Electro150;021xx087;Electrex;20120422;Não;IGBT;;;;;;Transformador Impulsos;;;;Diodo Secundário;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Transformador potência com pista partida numa das patas.
Potência queimada.";13-03-2012 14:44:42;;;;;;;;;
1322;E160;730042;Electrex;20120489;Não;;Ponte;;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte em curto. Painel tr. partido.;15-03-2012 9:28:47;;;;;;;;;
1323;E230TP;01825;Electrex;20120487;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não se verificou qualquer defeito no funcionamento da máquina.
Anconselhar o aumento do débito de gás.
Foi trocada a ficha 3 pinos.";15-03-2012 9:34:43;;;;;;;;;
1324;E160TP;71x165;Electrex;20120476;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
O problema deve estar na tocha.
Reaperto dos parafusos, limpeza e substituição da ficha monofásica.";15-03-2012 9:46:10;;;;;;;;;
1325;E160;049042;Electrex;20120475;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;Tomadas;;;;;;;;;;;;;;;"O módulo vinha sem a tomada F50.
Diodo sec. em curto. Transientes queimados.
Não se sabe se tiraram a tomada por estar queimada.";15-03-2012 10:44:28;;;;;;;;;
1326;E230HF;1119037;Electrex;20120474;Sim;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;"Avaria no microcontrolador.
O cliente pediu para trocar a pega pelo varal tubular.";15-03-2012 10:57:40;;;;;;;;;
1327;E190;746182;Electrex;20120505;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo sec. em curto.;19-03-2012 9:54:18;;;;;;;;;
1328;E190;906074;Electrex;20120512;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte em curto.;19-03-2012 10:10:13;;;;;;;;;
1329;E230HF;1140034;Electrex;20120510;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponta d saida da indutancia encostada ao painel frontal motivado pelo desaperto da porca.;19-03-2012 10:12:23;;;;;;;;;
1330;E190;907022;Electrex;20120513;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não foi detectada qualquer avaria no funcionamento da máquina.;19-03-2012 10:18:58;;;;;;;;;
1331;E160;807042;Electrex;20120497;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
Substituir cabos de soldadura.";19-03-2012 10:21:35;;;;;;;;;
1332;E190;006236;Electrex;20120502;Não;IGBT;;;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Painel tr. partido.";19-03-2012 10:29:18;;;;;;;;;
1333;1500Pro;747079;Electrex;20120421;Não;IGBT;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada. Ponte em curto.
Interruptor avariado.";19-03-2012 10:35:41;;;;;;;;;
1334;PM-150;472060;Castolin;20120506;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fios desligados. recuperação de pistas.;19-03-2012 10:39:00;;;;;;;;;
1335;E230HF;030027;Electrex;20181285;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento, todos os parametros estão dentro dos valores recomendados. recomendar a verificação do estado dos cabos de soldadura;06/09/2018 15:05:53;;;;;;;;;
1336;E230HF;907048;Electrex;20120508;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avaria no microcontrolador.;19-03-2012 10:48:57;;;;;;;;;
1337;E160;--;Electrex;20120490;Não;IGBT;;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;19-03-2012 10:55:33;;;;;;;;;
1338;Elektrotig300ACDC;--;Elektrosta;20120524;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Ventilador empenado e ficha do térmico partida.
Máquina assistida fora dos n/ serviços de assistência.";19-03-2012 10:59:11;;;;;;;;;
1339;E160TP;545115;Electrex;20120500;Não;;;;;;;;;;;Diodo Secundário;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Reforço de soldadura no transformador de potência.
Diodo secundário e transientes em curto.";19-03-2012 11:05:05;;;;;;;;;
1340;E160;1106052;Electrex;20120501;Não;IGBT;;Relé 48VDC;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;20-03-2012 16:12:14;;;;;;;;;
1341;E200DC;021082;Electrex;20120534;Não;;;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Diodo primário com pata partida.
Deflector partido.
Causa provável da avaria terá sido queda ou pancada.";20-03-2012 16:16:56;;;;;;;;;
1342;E160;048027;Electrex;20120533;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Curto entre a tomada da indutância e a massa.;20-03-2012 16:29:09;;;;;;;;;
1343;E230TP;722168;Electrex;20120477;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;"Avaria no microcontrolador.
Diodos 30PI1000. Actualização.";20-03-2012 16:38:38;;;;;;;;;
1344;E190;630005;Electrex;20120522;Não;IGBT;;;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;Transistor igbt em curto.;20-03-2012 17:13:46;;;;;;;;;
1345;Elektrotig150;02120150;Elektrosta;20120571;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não liga electrovalvula; led de HF não liga. Não é possivel substituir devido ao tipo de circuito";22-03-2012 15:28:29;;;;;;;;;
1346;telwin 168;0000000000;Telwin;20120573;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistas queimadas devido a mau conrtacto dios cabos de soldadura;23-03-2012 8:36:15;;;;;;;;;
1347;Electro160;309194;Electrex;20120572;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundário em curto.;23-03-2012 9:18:59;;;;;;;;;
1348;E190;917032;Electrex;20120566;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;"Diodo potência c/ pata partida.
Diodo 150EBU04. em curto";23-03-2012 9:24:36;;;;;;;;;
1349;E160;618013;Electrex;20120564;Não;;;;;;Transformador C.I.;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Transformador auxiliar interrompido.;23-03-2012 9:31:31;;;;;;;;;
1350;E160;922065;Electrex;20120565;Não;;;;;;;;;;;;;;Painel Frontal;Potênciometro I2;;;;Tomadas;;;;;;;;;;;;;;;"Suporte tomada F50 derretido. Pistas em curto.
Painel fr. e potênciómetro em curto.";23-03-2012 9:40:02;;;;;;;;;
1351;E230TP;809048;Electrex;20120591;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avaria no microcontrolador.;27-03-2012 12:25:01;;;;;;;;;
1352;E160 (módulo);--;Electrex;20120407;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte em curto.;27-03-2012 12:28:23;;;;;;;;;
1353;E190;--;Electrex;20120470;Não;IGBT;Ponte;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;27-03-2012 13:45:59;;;;;;;;;
1354;Tig2200;--;Kemppi;20120582;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recuperação de soldaduras e pistas interrompidas.;27-03-2012 14:11:07;;;;;;;;;
1355;E160HF;836049;Electrex;20120584;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não se verificou qualquer defeito no funcionamento da máquina.
Solicitou-se ao Gonçalo mais informações sobre o possivel defeito de funcionamento.";27-03-2012 14:14:25;;;;;;;;;
1356;E140;609141;Electrex;20120586;Não;;Ponte;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Ponte em curto.;27-03-2012 14:19:21;;;;;;;;;
1357;Icon1850;--;Solter;20120615;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ventilador com pá partida.;30-03-2012 14:36:45;;;;;;;;;
1358;E190;640003;Electrex;20120614;Não;;;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Avaria devido a queda ou pancada.;30-03-2012 14:41:26;;;;;;;;;
1359;W1600;--;Fimer;20120617;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Condensadores e ponte queimada.;30-03-2012 14:45:12;;;;;;;;;
1360;E160TP;749041;Electrex;20120499;Não;;;;;;;Transformador Impulsos;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;"Transformador impulsos arrancado do circuito.
Teve origem em queda ou pancada.";30-03-2012 14:49:30;;;;;;;;;
1361;E160HF;9450025;Electrex;20120635;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avaria elctrovalvula sempre ligada;02-04-2012 11:42:23;;;;;;;;;
1362;E140(módulo);1142036;Electrex;20120623;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"IRF830 rebentado e LM358 em curto.
Pistas queimadas.";03-04-2012 11:41:29;;;;;;;;;
1363;E190;947159;Electrex;20120562;Não;;;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Painel fr. partido devido a queda ou pancada.;03-04-2012 11:47:37;;;;;;;;;
1364;E160TP;841038;Electrex;20120634;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ponte em curto e interruptor avariado.
Cabo de alimentação emendado pelo cliente. Os fios estavam apenas enrolados sem serem soldados.";03-04-2012 11:51:08;;;;;;;;;
1365;V145;--;Lincoln;20120628;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
Levou um terminal fechado cobre 16/08.";03-04-2012 12:13:52;;;;;;;;;
1366;E190HF;723014;Electrex;20120594;Não;IGBT;Ponte;Relé 48VDC;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;"Módulo em muito mau estado. Potência queimada, transformador de impulsos e ponte em curto.
Transformador de potência com pata derretida.";03-04-2012 12:24:55;;;;;;;;;
1367;E160TP;641075;Electrex;20120613;Não;IGBT;;Relé 48VDC;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Potência queimada. Relés e microcontrolador.;03-04-2012 16:11:30;;;;;;;;;
1368;200DC;80807869;OX;20120652;Não;;;;;;;;;;;;;;;Potênciometro I2;;;;;;;;;;;;;;;;;;;Potênciómetro partido.;05-04-2012 12:02:23;;;;;;;;;
1369;210DC;1126007;Electrex;20120653;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Painel frontal e traseiro partidos.
Não temos paineis de substitução.";05-04-2012 12:08:27;;;;;;;;;
1370;E160TP;521010;Electrex;20120677;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Máquina assistida fora dos nossos serviços técnicos.
Reforço de soldaduras deficientes.";11-04-2012 15:53:20;;;;;;;;;
1371;E190(módulo);--;Electrex;20120666;Não;;;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Relé avariado.
Resistência de potência partida.";11-04-2012 15:57:13;;;;;;;;;
1372;E160TP;937041;Electrex;20120667;Sim;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potência queimada.;11-04-2012 16:06:12;;;;;;;;;
1373;200DC;07020179;OX;20120668;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;"Diodos secundários (D92M02) com pinos partidos.
Esta máquina chegou desmontada e com falta de componentes.";11-04-2012 16:25:56;;;;;;;;;
1374;E160(módulo);--;Electrex;20120665;Não;IGBT;;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Relé e resistência cerâmica arrancados.
Tomadas com indícios de mau aperto das cabos de soldadura.";11-04-2012 16:33:10;;;;;;;;;
1375;E160;--;Electrex;20120669;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;"Diodo secundário em curto.
Diodos transientes em curto e pistas queimados.";11-04-2012 16:45:04;;;;;;;;;
1376;Weld&cut160;80808561;OX;20120620;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
Esta máquina foi devolvida pelo cliente Ant. Filipe Neto.
Nota Crédito nº20120044";11-04-2012 16:49:53;;;;;;;;;
1377;E160TP;620011;Electrex;20120702;Não;IGBT;;;;;;;;Inductância;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Potencia queimada (transformador e indutancia Actualizados);18-04-2012 11:04:47;;;;;;;;;
1378;E160;825231;Electrex;20120633;Não;;;;;;Transformador C.I.;;Painel Tr.;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Avaria devido a queda ou pancada. Paineis partidos e transformador arrancado do circuito;18-04-2012 11:07:05;;;;;;;;;
1380;E190;820274;Electrex;20120721;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria devido a pó metálico entre pistas na bobina toroidal de entrada;18-04-2012 12:16:12;;;;;;;;;
1381;E160;538018;Electrex;20120737;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora queimada;18-04-2012 15:38:55;;;;;;;;;
1382;E160HF;015040;Electrex;20120720;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento da máquina. Todos os parametros estão dentro dos valores recomendados;18-04-2012 16:19:19;;;;;;;;;
1383;E160;1105049;Electrex;20120732;Não;IGBT;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Pela data de fabrico a máq. está na garantia.
O chassis estava empenado, o regulador de tensão tinha as soldas partidas, 
os dissipadores dos igbt`s assim como outros componentes estavam cheios de tinta aspirada pelo ventilador. A ficha estava separada.";20-04-2012 10:58:51;;;;;;;;;
1384;E160;904069;Electrex;20120735;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
Aconselha-se a substituição dos cabos de soldadura.";20-04-2012 11:09:29;;;;;;;;;
1385;E140;831125;Electrex;20120731;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Potência queimada.
Avaria com origem na entrada de humidade e lama.
Não temos qualquer registo desta máquina ter estado cá.";20-04-2012 11:16:06;;;;;;;;;
1386;E160HF;728008;Electrex;20120707;Não;;;;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;"Máquina com painel traseiro partido.
Resistencia ceramica 47R partida devido a queda ou pancada.";20-04-2012 11:22:57;;;;;;;;;
1387;Tig200DC;1122048;OX;20120726;Não;;;;;;;;;;;;;;;Potênciometro I2;;;;;;;;;;;;;;;;;;;Potênciometro partido e pistas interrompidas.;20-04-2012 11:33:31;;;;;;;;;
1388;E160HF;--;Electrex;20120725;Não;;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria inverprotek.;20-04-2012 11:39:24;;;;;;;;;
1389;Weld&cut160;4121725;OX;20120722;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;"Diodos secundários com pinos partidos.
Reforço da soldadura do shunt do módulo secundário.";20-04-2012 11:51:38;;;;;;;;;
1390;E190;820274;Electrex;20120721;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Limpeza de pistas carbonizadas devido a curto-circuito provocado por pó metálico (bobina toroidal de entrada).;20-04-2012 11:55:47;;;;;;;;;
1391;OXTIG200;08087815;OX;20120752;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Pinos partidos dos diodos módulo secundário reforço de soldadiura dos diodos
Resistencia circuito HR interrompida, (não salta HF";23-04-2012 10:16:11;;;;;;;;;
1392;E160;642071;Electrex;20120762;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potenciometro partido, pistas interrompidas;24-04-2012 16:13:12;;;;;;;;;
1393;E230TP;638085;Electrex;20120771;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Actualização. Avaria módulo de diodos secundário em curto;26-04-2012 16:19:39;;;;;;;;;
1394;221HF;1121042;Electrex;20120763;Sim;;;;;;;;;;;;;;;;Térmico;;;;;;;;;;;;;;;;;;Termico interrompido;26-04-2012 16:22:19;;;;;;;;;
1395;E230TP;710025;Electrex;20120761;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria devido a queda ou pancada (Actualização);26-04-2012 16:24:07;;;;;;;;;
1396;E190;642108;Electrex;20120754;Não;IGBT;;Relé 48VDC;;;;;;;;;;;Painel Frontal;;;;;;Alça;;;;;;;;;;;;;;potencia queimada;26-04-2012 16:25:44;;;;;;;;;
1397;E190;642117;Electrex;20120753;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço de soldura da tomada de saida;26-04-2012 16:27:24;;;;;;;;;
1398;E190DC;651169;Electrex;20120755;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimda;26-04-2012 16:28:37;;;;;;;;;
1399;TA130;12-85;SIP;20120766;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reforço de soldaduras e revisão geral. Durante os nossos testes não se verificou qualquer defeito no funcionamento . Todos os parametros estão dentro dos valores recomendados;27-04-2012 9:15:07;;;;;;;;;
1400;E160;--;Electrex;20120783;Não;;;;;;;Transformador Impulsos;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;"Avaria no transformador de impulsos.
Reforço de soldaduras.";27-04-2012 14:39:21;;;;;;;;;
1401;200ACDC;--;Elektrosta;20120782;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reforço de soldaduras e de pistas do módulo de entrada.
Levou 1 resistência 1M cr37.";27-04-2012 14:44:56;;;;;;;;;
1402;Elektrotig150;000000000;ELEKTROSTA;20120788;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mangueira do gás estrangulada á entrada da electrovalvula;02-05-2012 10:11:39;;;;;;;;;
1403;OXTIG200;1102039;OXTIG;20120789;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reforço de soldadura dos diodos Secundário 
bobina do filtro MS interrompido";02-05-2012 11:30:05;;;;;;;;;
1404;E230HF;1102041;Electrex;20120791;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não foi detectada qualquer avaria no funcionamento da máquina.;02-05-2012 12:15:42;;;;;;;;;
1405;E230HF;1102039;Electrex;20120790;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não foi detectada qualquer avaria no funcionamento da máquina.;02-05-2012 12:17:47;;;;;;;;;
1406;E140;--;Electrex;20120795;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Não foi detectada qualquer avaria no funcionamento da máquina.
Vinha com a indicação: ""Não liga""";02-05-2012 15:01:58;;;;;;;;;
1407;E190;651169;Electrex;20120812;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquera defeito no funcionamento. Todos os parametros estão dentro dos valores recomendados;03-05-2012 12:18:54;;;;;;;;;
1408;E200;014034;Electrex;20120813;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto;03-05-2012 14:13:57;;;;;;;;;
1409;E160HF;738072;Electrex;20120797;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Avaria da Tocha, cabo interrompido.
Testada a máquina não se verificou qualquer defeito no funcionamento";04-05-2012 9:16:42;;;;;;;;;
1410;E160HF;809286;Electrex;20120798;Não;;;;;;;;;;;Diodo Secundário;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Diodo secundário em curto;04-05-2012 9:20:13;;;;;;;;;
1411;E230HF;1140009;Electrex;20120808;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;diodo placa HF queimado;04-05-2012 9:24:17;;;;;;;;;
1412;E230HF;1114062;Electrex;20120806;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria electrovalvula  e pwm;04-05-2012 9:26:46;;;;;;;;;
1413;E160;519035;Electrex;20120804;Não;IGBT;;Relé 48VDC;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;04-05-2012 11:17:36;;;;;;;;;
1414;E230TP;1103034;Electrex;20120839;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria da electrovalvula, (fazia muito ruido);07-05-2012 16:55:43;;;;;;;;;
1415;E200;013008;Electrex;20120846;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto;08-05-2012 13:49:23;;;;;;;;;
